# color images
# file: 'rgbd_dataset_freiburg1_360.bag'
# timestamp filename
1305031796.413114 rgb/1305031796.413114.png
1305031796.449049 rgb/1305031796.449049.png
1305031796.481178 rgb/1305031796.481178.png
1305031796.513165 rgb/1305031796.513165.png
1305031796.549414 rgb/1305031796.549414.png
1305031796.581120 rgb/1305031796.581120.png
1305031796.613166 rgb/1305031796.613166.png
1305031796.649028 rgb/1305031796.649028.png
1305031796.681030 rgb/1305031796.681030.png
1305031796.713147 rgb/1305031796.713147.png
1305031796.749469 rgb/1305031796.749469.png
1305031796.781363 rgb/1305031796.781363.png
1305031796.813481 rgb/1305031796.813481.png
1305031796.849581 rgb/1305031796.849581.png
1305031796.881184 rgb/1305031796.881184.png
1305031796.913356 rgb/1305031796.913356.png
1305031796.949588 rgb/1305031796.949588.png
1305031796.981203 rgb/1305031796.981203.png
1305031797.013522 rgb/1305031797.013522.png
1305031797.049323 rgb/1305031797.049323.png
1305031797.081390 rgb/1305031797.081390.png
1305031797.113039 rgb/1305031797.113039.png
1305031797.149544 rgb/1305031797.149544.png
1305031797.181422 rgb/1305031797.181422.png
